department,submit_t,style,title,content,situation,limit_t,reply_t,reply_c
思明分局,2015-03-19 00:00:00,咨询,思明区迁户,你好，我和我小孩户口是在思明区的社区集体户，现在想迁回杏北锦园的房子这边，因为杏北锦园产权证还没办理，请问如何迁户，需要什么材料，在哪办理，另外因为这段时间在家休息，能否让我老公办理？盼回复！,"请思明分局在规定时限内处理并反馈2015-03-1914:44:05送委办局办理给区政府,公安分局。2015-03-2017:14:15返回拟办人给区政府,政务信息中心。",2015-03-23,2015-03-23 00:00:00,您好，提供合法固定住所凭证、户口本等办理，具体请直接咨询住房辖区派出所。谢谢！
公安分局,2015-03-20 00:00:00,咨询,二代身份证换证，照片可以自己拍吗？,二代身份证换证，照片可以自己拍吗？如果不行，可以去哪里拍照还是现场采集？7月份过期，能否提前换证，谢谢。,"请公安分局在规定时限内处理并反馈2015-03-2016:34:53送委办局办理给区政府,公安分局。2015-03-2316:09:08返回拟办人给区政府,政务信息中心。",2015-03-24,2015-03-23 00:00:00,您好，二代身份证换证请本人到思明分局办证大厅现场采集，可提前换证，谢谢！
公安分局,2015-03-20 00:00:00,咨询,人才中心集体户新生儿落户,女方为厦门人才中心集体户，男方为外省户口。新生儿想要落户厦门，人才中心不同意挂靠新生儿户口，需要如何操作？,"请公安分局在规定时限内并反馈2015-03-2014:59:48送委办局办理给区政府,公安分局。2015-03-2316:10:53返回拟办人给区政府,政务信息中心。",2015-03-25,2015-03-23 00:00:00,您好，根据您的情况，新生儿可在厦门申报出生。请先到人才中心开具户口迁出证明信，再到市政务服务中心房管局窗口开具您和您爱人在厦无房证明（带您和您爱人的身份证），然后到思明分局办证大厅申请将您的户口挂靠到社区集体户，之后再申报新生儿户口。申报新生儿出生需要带父母双方户口簿、身份证、结婚证、婴儿出生医学证明，以上材料的原件及复印件。详询5302922.
公安分局,2015-03-21 00:00:00,咨询,关于身份证换证,身份证今年8月份到期，那么可以提前办理吗？办理身份证要携带哪些东西，办理地点在哪里？,"请公安分局在规定时限内处理并反馈2015-03-2309:12:20送委办局办理给区政府,公安分局。2015-03-2316:08:48返回拟办人给区政府,政务信息中心。",2015-03-26,2015-03-23 00:00:00,你好，身份证到期可提前换证。请本人带户口本、身份证原件到七星路106号思明公安分局办证大厅办理。
公安分局,2015-03-23 00:00:00,咨询,留学人员落社区集体户,您好！我的工作单位不提供集体户口，想请留学中心代办户口入厦，需要社区集体首页复印件，请问应如何申请？谢谢！,"请公安分局在规定时限内处理并反馈2015-03-2316:47:42送委办局办理给区政府,公安分局。2015-03-2417:35:47返回拟办人给区政府,政务信息中心。",2015-03-26,2015-03-25 00:00:00,您好，请提供个人留学回国落户申请资料、接收单位证明、单位营业执照申请，请详询5302922.
教育局,2015-03-23 00:00:00,咨询,小孩挂厦门集体户口能上厦门公办学校吗？,小孩随母亲挂厦门集体户口，到了上学年龄，能上厦门的公办学校吗？,"请区教育局在规定时限内处理并反馈2015-03-2315:53:24送委办局办理给区政府,教育局,办公室。2015-03-2415:23:00返回拟办人给区政府,政务信息中心。",2015-03-26,2015-03-24 00:00:00,您好，只要孩子的户籍是思明区户籍，就一定能读我区的公办小学。但因集体户属于人户分离，不符合片区学校片内生的条件，所以建议您于8月初报名时间到户籍所在地学校报名，由学校受理上报区招生领导小组调拨至有能力接收的公办学校。具体可咨询2684510区义务教育办公室。
工商局,2015-03-24 00:00:00,咨询,网上预先名称核准,网上名称核准怎么点不开，要在哪里操作网上名称核准？,"请区工商局在规定时限内处理并反馈2015-03-2408:38:40送委办局办理给区政府,区工商局。2015-03-3009:43:16返回拟办人给区政府,政务信息中心。",2015-03-27,2015-03-30 00:00:00,您好，商事主体名称登记申请程序为：登录厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/），在网上申报模块下点击“商事主体名称预先核准”，注册用户号，申请商事主体名称。后续设立程序为网上名称通过后，按系统提示打印网上材料到工商登记部门领取《企业名称预先核准通知书》；凭该通知书文号在网上申请设立登记，审批通过后按提示打印并整理好相关设立登记材料，到工商登记部门申请办理公司设立登记（公司、港澳台个体户在区工商局注册大厅办理，内地个体工商户在所辖工商所登记窗口办理）。相关登记手续的提交材料清单、文书材料、示范文本等，您可登陆厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/）进行查询并下载，或者您也可直接到工商局登记窗口进行咨询和办理。
公安分局,2015-03-24 00:00:00,咨询,关于本人户口及新生儿申报户口问题,本人户口在集美杏林日东社区集体户，现工作于思明区软件园二期九牧公司，现想把户口迁到公司集体户（公司可以接收），顺便也帮我出生的小孩一起申报户口。请问像我这种情况要走什么流程?需要什么材料？,"请公安分局在规定时限内处理并反馈2015-03-2414:42:55送委办局办理给区政府,公安分局。2015-03-2417:37:49返回拟办人给区政府,政务信息中心。",2015-03-27,2015-03-25 00:00:00,您好，属工作调动的请先咨询市人事局办理调动手续。
公安分局,2015-03-13 00:00:00,咨询,关于岛内集体户购房落户问题,您好，我目前是厦门岛内集体户口，想咨询下：是不是只要买岛内房子（不管多少平方）就可以把户口迁到自己的房子下，变成岛内家庭户口呢？还是也得买大于150平方米的商品房才可以呢？,"2015-03-1315:52:01送委办局办理给区政府,公安分局。2015-03-1715:13:02返回拟办人给区政府,政务信息中心。",2015-03-20,2015-03-17 00:00:00,您好，岛内集体户没有面积的限制，只要有房产证原件、户口簿原件和身份证原件就可以将户口迁到自己名下房产的住址。如果是已婚人士，再将结婚证原件带上，顺便变更一下您的婚姻状况。如果您是滨北人才中心的集体户再开具一份“迁出户口证明信”，若不是就无须开具。谢谢！
公安分局,2015-03-13 00:00:00,咨询,公司集体户口登记结婚女方是否可以落户,之前公司上班办理了户口转移，转到公司集体户口由于不是户主，所以想咨询，如果到时办理结婚证，女方是否可以直接落户到我的户口名下。,"2015-03-1315:51:40送委办局办理给区政府,公安分局。2015-03-1715:14:37返回拟办人给区政府,政务信息中心。",2015-03-20,2015-03-17 00:00:00,"回复：您好，如果女方户口在厦门市外或者女方户口在岛外，按夫妻投靠政策办理。夫妻投靠落户须知一、办理条件1.将户口迁入思明区、湖里区的，需夫（妻）一方登记为本市户籍人口时间满五周年且结婚登记时间满五周年。夫妻复婚的以复婚登记时间作为夫妻婚姻关系存续时限的起算点。2.将户口迁入集美区、海沧区、同安区、翔安区的，需夫（妻）一方登记为本市户籍人口时间满三周年且结婚登记时间满三周年。夫妻复婚的以复婚登记时间作为夫妻婚姻关系存续时限的起算点。3.对于入选国家“千人计划”、福建省“百人计划”、厦门市“海纳百川”、“双百计划”的人才、高层次留学人才，以及经市委组织部、市人社局（公务员局）、市教育局审批调入我市（含从岛外调入岛内）时具有硕士研究生及以上学历（学位）或高级职称或高级技能的人才落户厦门后，其配偶的投靠不受年限限制。4.岛外海沧区、集美区、同安区、翔安区因夫妻投靠移入岛内思明区或湖里区的，与市外迁入的结婚和来厦落户年限要求一致。二、所需材料1．《申请入户登记表》一式2份;2.夫妻双方的《居民户口簿》、《居民身份证》和《结婚证》。3.《厦门市人才投靠入户审核表》（符合办理条件第三项的人员）以上材料需原件和复印件（A4规格）1套。三、办理程序1.配偶户口从本市岛外移入岛内,申请人持上述所需材料原件和1套复印件，向户口所在地派出所申请（隶属思明区的，除大学路派出所外到思明公安分局办证大厅申请；隶属同安分局大同派出所、祥平派出所辖区的到同安区行政服务中心申请），由派出所核准。2.配偶户口从市外迁入本市，申请人持上述所需材料原件和1套复印件，向户口所在地公安分局户政办证大厅或市(区)行政服务中心户籍窗口申请（落户思明区、湖里区到市行政服务中心申请），经核准后，签发户口准迁凭证。省内实行网上户口迁移,公安机关不再开具《户口迁移证》和《户口准予迁入证明》。3.经核准迁（移）入人员，凭准迁凭证到原户口所在地派出所将户口迁（移）出后，到拟落户地派出所办理落户（原户口所在地在省内的持准迁凭证到拟落户地派出所办理落户）。拟落户地隶属思明区的(除大学路派出所外)，在思明分局办理落户。对证件材料齐全的，户籍民警应当场受理并开具受理回执单。四、办理时限本市岛外户口移入岛内,派出所五个工作日完成调查核准工作;市外户口迁入本市，公安分局或市行政服务中心五个工作日办结，并签发户口准迁凭证。"
