lettertype,title,submit_t,content,reply_p,reply_t,reply_c
建议,新开公交线路（内厝黄厝--新店车站）,2017/4/22,为方便内厝村民往来新店，促进翔安经济发展，建议沿海翔大道开通内厝黄厝--新店车站公交线路。此线路主要沿海翔大道，建议设置以下站点：黄厝站--许厝站--许山头站--蔡塘站--溪边后站--根岭站--祥吴站--翔安文化中心站--汇景广场站--宋坂路口站--新店站特别说明一下，目前内厝许厝村两千多村民，公交出行极为不方便，目前704设置的许厝站离许厝居民区1公里以上，显然是不无法满足出行条件。最后，希望翔安发展越来越好，为金砖贡献力量；,交通局,2017/5/12,
投诉,郑坂郑进步违法占地抢建多次房子请管管吧,2017/4/24,马****村郑进步只顾自己利益，违法触犯道德底线，知法犯法，目前已经违建，抢建多处房子。现在又在盖新楼，占地面积高达300平方米，已建设4层，请有关部分管管吧,执法局,2017/5/4,2017年5月4日翔安区城市管理行政执法局反馈：经查，该案件属有取得审批手续超面积建设，违建当事人系马巷镇郑坂村村民郑进步。2017年2月20日，我局执法人员接举报后至马巷镇郑坂村现场查处时，发现当事人正在进行住宅建设，当时现状：正在进行地基建设，占地面积208.32平方米。经进一步调查，当事人于2016年10月31日取得厦门市翔安区马巷镇人民政府批准的翻修手续：《厦门市翔安区村镇个人住宅建设许可证》（马建村许[2016]372号），批准用地面积204.23平方米，建筑层数贰层，建筑面积332.47平方米。经现场勘验，实际占地面积超出审批4.09平方米，属超面积建设。执法人员依法送达《责令停止违法建设通知书》（NO:0026381）、《责令改正违法行为通知书》（NO:0014598），责令当事人停止违法建设行为，并自行整改。此后，当事人不听执法人员告知要求停止违法建设行为，而是伺机继续抢建。执法人员已多次前往现场制止，并2017年4月24日于组织执法力量对其第四层模板进行拆除。现该处建筑第四层模板钉好，执法人员已责令当事人自行整改。我局将对这一案件加强监控力度
投诉,苦苦追寻的房产证,2017/4/24,领导：好！我是翔安区内厝镇美山村美仙湖的村民。我们是LNG项目的拆迁户。安置在新店南街建材城，从拆迁到现在10年已经过去了，我们的房产证到目前为止还没有办好，比我们晚拆迁的新圩垃圾场项目已经拿到房产证了。去年我也有反馈了此情况，目前进展是确认了房产税的金额，就没有后续的动作了，从我反馈到现在已经一年快过了，难道政府的办事效率这么低吗？还是我们拆迁户少就觉得无所谓不会闹出什么名堂来呢。不能不作为啊。请尽快回复。,内厝镇,2017/5/11,经向原翔安拆迁公司经办人员咨询，LNG安置房房产证手续因LNG经办人员办错，目前正在等待重新办理。但经向翔拆老总朱振伟过问进展情况，回答据悉LNG要等马巷3宗解决后一起办理。因此，要求朱振伟向LNG崔促要先办理内厝，将问题解决完满。
投诉,扰民传播疾病,2017/4/25,翔安区政府斜对面的祥福二里29栋107店面开了一家宠物店，养小狗等各种动物没经过检疫，又整天一直叫，我们楼上住户深受其扰，烦请政府介入处理，又传播疾病又扰民，搞不懂这种店铺怎么能在区政府对面的小区找招摇大摆的开下去此店铺名叫：萌宠联盟,公安分局,2017/5/18,您好，反映的问题，经翔安公安分局新店派出所调查，1、公民养狗的情况不属于公安机关管辖的职责范围。2、新店派出所社区民警及时赶到举报人所反映的现场进行了解。经了解新店镇祥福二里29栋107店面确实在经营一家宠物店，店内的狗笼里还有大小约十余只宠物狗。民警向经营者告知在住宅小区内经营宠物店会影响周边居民生活，已经有居民群众举报，该经营者也比较配合，表示其要尽快将店内的宠物狗转移到其他地方，店内只销售宠物的食物及对居民饲养的宠物进行防疫，今后将不再该店出售宠物，以免影响周边群众。
咨询,农**业种植收入保障问题,2017/4/25,各位领导好，翔安新圩镇及周边城镇目前较多农村居民还是以农田耕作为主要经济来源！近两年来农作物价格遭遇外来市场的影响，价格普遍被压低！就如去年青葱价格一亩低至3000元左右，甚有一部分农民眼看着成熟的青葱烂在地里却无可奈何！苦瓜甚至有出现0.1元/斤的低价。虽然厦门政府这几年都在大力支持农业的发展，但现今随着互联网，交通等方面的发展，外来市场的冲击越来越明显，而很多农民在如此压力之下也只能选择接受！冒昧地请问下各位领导，是否能有机会出台相关的保护政策，适当的保护当地农民的权益！,农林水利局,2017/4/26,
投诉,关于新宅基地申请进度催促函,2017/4/26,尊敬的领导：你们好！本人已于2016年4月上交所有申请宅基地证明资料，并交由大嶝街道办事处完成审核无误，现如今已经2017年4月底了，至今还没有任何消息，请领导们给予重视！,大嶝街道,2017/5/12,经向社区了解、国土所审查，你父亲邱成志名下本有一处房产，2005年时将房产转让给了你伯父儿子邱飞东名下，现你户名下虽没有房产。但根据规定，“申请户已经通过继承、购买、赠与等方式取得住房的，或将原有宅基地赠与、买卖、转让给他人的，不得申请新宅基地”。这是你申请新建审核未通过的原因；现在小嶝社区又被定位于限建社区，限建社区居民不得申请新建。
咨询,马巷车站主干道的房子很旧很破，是否会利用金砖会议进行立面改造。,2017/4/27,马巷车站附近街道主干道的房子很旧很破，好多都是又黑又土，开车过去一看，明显影响翔安区的市容市貌，是否会利用金砖会议进行立面改造。大嶝也要进行改造了，同安跟杏林老城区都立面改造了，还弄了夜景工程。,马巷镇,2017/5/27,根据上级领导和相关部门所了解，目前没有要利用金砖会议进行立面改造。
建议,加快东坑村内道路的贯通,2017/5/2,东坑村内道路的建设东坑村（从村西洪乌雷处开始经过上间祖厝）留有村道一处，从上任村两委开始说一直要修通，听说上面钱也拨下来了，但由于种种原因，到现在都还还没动工，我们出行，上山干活，运东西，都要肩扛手提，苦不堪言，附近沿线卫生也很差，蚊子象直升飞机，污水很臭，希望政府替我们解决。如政府没钱，先把村道经过的地方的各家关系处理好，首先受益的人可以先出工出力或卖点血凑点钱，把他搞通。恳求政府大人！！,新店镇,2017/5/31,经了解，东坑社区已将社区污水管网治理方案上报相关部门审批。
咨询,马巷农村客运站何时投入使用？,2017/5/2,马巷农村客运站何时投入使用？,交通局,2017/5/24,
咨询,开具计生证明事宜,2017/5/3,开具无违反计划生育证明，需要强制健康检查才能给予办理吗，我只生育一孩，不打算再生，有必要做这个健康检查吗。不做检查就不能开具证明了吗，有文件规定吗。,新店镇,2017/5/31,
咨询,最新农村土地征收赔偿标准？,2017/5/4,根据2015最新农村土地征收赔偿标准，坟每座补偿5000元。那请问2017最新农村土地征收赔偿标准，坟每座补偿多少元？,新店镇,2017/5/31,
投诉,马巷镇前庵村空气污染--油漆味,2017/5/4,在马巷镇前庵村，时常会闻到油漆味。极可能是从旁边的盛达机械飘过来的。由于有其中含有苯，甲醛等危害人体健康的物质，村里又有很多小孩。能否请先关企业，注重保护环境，走可持续发展的道路。,环保分局,2017/6/2,
