title,time,content,repcontent,reply_p,reply_ta
预核准流程,2017/4/10 0:00,内资企业公司名称需要变更，首先要先在网上预核准，预核准通过后，携带资料去柜台办理！现想咨询是预核准流程，在什么网站办理网上预核准，谢谢！,请到http://www.xi########it.gov.cn/厦门市商事主体登记及信用信息公示平台网站办理，选择网上申报-内资名称预先核准，注册用户名密码登陆后即可申请,市场监督管理局（工商局）,2017/4/11 0:00
电力总承叁级技术负责人变更,2017/4/11 0:00,请问技术负责人变更是在企业锁技术负责人处直接新增一人后把原技术负责人删除吗？需要窗口受理吗？或该样办理，求告知，谢谢！,你好，技术负责人变更可直接在资质锁操作，无需到窗口办理，具体程序可拨打窗口电话77###75进行咨询。谢谢！,建设局,2017/4/11 0:00
网上名称申请注销,2017/4/7 0:00,之前有在网上做过公司名称预核准，然后审核通过了，可是里面有些信息有变动，现在我想重新申请过新的，可是名称和原来审核通过的名称有重复，所以提交不了，想问一下怎么解决这个问题。,重新填写名称预先核准表格，里面有申请调整项目，将拟调整的具体项目内容填写在里面，连同原先申请的名称预核准通知书，直接到审批登记机关窗口直接申请调整。如不清楚可咨询市局77###50及各区局咨询电话,市场监督管理局（工商局）,2017/4/10 0:00
中洲路是否会继续完成打通,2017/4/7 0:00,集美后溪中洲路（集美北大道-G324段）自部分桩梁施工后已停工多年。前些天从厦门市规划局咨询得知此路中洲路施工线内征拆工作已完成，仍保留规划，现请问中洲路是否会继续完成打通？预计何时继续开工？预计何时完成？请给予直接回复，而不是给留个百城公司联系人电话，或者其他单位联系电话，谢谢。,您好！此段施工方是百城公司，已通知集美分局，由集美分局具体落实并回复您。,公路局,2017/4/7 0:00
产权分割,2017/3/27 0:00,您好，我公司为天津市企业，目前在厦门湖里区有4套房产，但每两套房产有一个产权证，现想办理房屋产权分割。请问所需提交什么资料？（原件？复印件？）有哪些具体要求，谢谢！,公司营业执照副本（如登记产权证用的是其它证件，则提供其它证件）原件复印件盖公章，法人身份证复印件盖公章，经办人身份证原件复印件盖公章，介绍信，产权证，不动产权登记申请表先到市行政服务中心一楼c厅测绘窗口配图，拿到图纸后再到一楼B厅去办理。如房子还有抵押，还需要抵押权人出具同意办理的同意函。,厦门市不动产登记中心,2017/3/28 0:00
房产继承,2017/3/28 0:00,我家房产是夫妻二人名字，2012年我老公去世了，当年我公公就和我去办了公证放弃继承。我至今也没去改产权人，想问会有什么影响吗，如果要买卖的话。我们有个小孩，我还欠一些房贷。,要先去厦门的公证处做继承公证书，具体做继承公证书要怎么办理详询公证处，产权证要变更为新的继承人和您本人名字，如都是由您本人继承，则产权人变更为您本人的名字，变更过后取得新的产权证才可以做买卖，如房子还有抵押，不管做什么业务（包括继承和买卖）都要经过抵押权人同意出具书面的同意函，做买卖时还需要抵押权人到场。,国土房产局,2017/3/28 0:00
开具无房证明,2017/3/31 0:00,请问海沧户口要在哪里开具无房证明？,本人亲自前来，可携带身份证原件到市国土房产测绘档案管理中心窗口申请开具“厦门市城镇房屋权属登记查询结果”。委托他人代为办理的，除需提供本人身份证原件及复印件外，还需提供委托书原件、代办人身份证原件及复印件。申请人为境外人士的，委托书应经过公证处或中华人民共和国驻外代表机构认证。或持身份证到厦门市行政服务中心一楼C厅自助机打印。市国土房产测绘档案管理中心对外服务窗口在厦门市行政服务中心一楼C厅（国土房产二号厅）9-12号窗口，咨询电话：0592-77###07，受理时间：周一至周五上午9：00-12：00，下午13：00-17：00；同安区行政服务中心（银湖路8号）一楼办事大厅综合32号窗口，咨询电话0592-75###70，受理时间：6月1日-9月30日上午8：30-12：00，下午3：00-5：30，10月1日-次年5月31日上午8：30-12：00，下午2：30-5：30。感谢您的留言，希望您一如既往的关心我们的工作，祝您生活愉快,国土房产局,2017/4/1 0:00
股权质押,2017/3/24 0:00,您好，请问一下，股权质押给质押券人A后，能不能解押的同时，再次出质给质押权人B，能不能同时进行？这个是为了避免中间产生空档期，防止股权被法院采取强制措施。,我局对此没有限制，材料齐全、符合法定要求即可，但按照你所说的情况，设立质权的合同签约时间必须为办理当日。,市场监督管理局（工商局）,2017/3/24 0:00
关于增项水利水电工程施工总承包三级资质标准,2017/3/24 0:00,1：水利水电工程相关专业中级以上职称人员不少于10人，是要求省内公有制职称吗的，省外的职称可以吗？2：技术负责人是否要提供业绩所在期间的社保证明？,你好：问题1、按照我局《建筑业企业施工三级资质申请审查要点》（厦建筑[2015]39号）对于水利水电工程三级申请，职称人员要求省内的或者央属单位评审的（官网可查）；问题：2、需要。谢谢！,建设局,2017/3/27 0:00
咨询,2017/3/17 0:00,想要从事酒类商品二级批发，要办理什么？需要什么材料,您好，请联系酒管局，咨询电话28###01。,商务局,2017/3/20 0:00
厦府办【2017】28号文《厦门市人民政府办公厅关于印发厦门市级开拓国内市场资金管理办法的通知》,2017/3/17 0:00,贵局经办您好！我们企业是产品生产商，常年频繁参展，想咨询下关于厦府办【2017】28号文《厦门市人民政府办公厅关于印发厦门市级开拓国内市场资金管理办法的通知》文件精神，做为参展企业补贴资金如何申报？何时申报？具体要求有哪些？谢谢！,您好。请联系：厦门市经信局产业协调处李春灵28###81、28###82。,经信局,2017/3/17 0:00
中标项目都是在岛内窗口办理备案吗？,2012/5/8 0:00,中标项目都是在岛内窗口办理备案吗？,备案工程根据工程地点，在工程所在地的窗口办理备案。我站设有岛内、海沧、集美、同安（翔安区的项目统一在同安区办理）四个办理窗口。,造价站,2012/5/8 0:00
外地过户来的货车可以办理道路运输证吗？,2012/5/8 0:00,外地过户来的货车可以办理道路运输证吗？,首先车辆所属单位必须先取得经营许可证，如果该车在外地已办理道路运输证，由受委托的A级机动车综合性能检测站核查人员根据规定的核查项目及方法对车辆进行实车核查，核查合格并经综合性能检测和技术等级评定后，配发道路运输证；如果该车无道路运输证，由核查人员依据申请人提供的《机动车行驶证》上记载的车辆型号，检索交通运输部公布的《达标车型表》，并进行实车核查，合格后配发道路运输证，否则不予配发。,交通局,2012/5/8 0:00
职工可从哪些渠道了解住房货币化补贴款是否到帐？,2012/5/8 0:00,职工可从哪些渠道了解住房货币化补贴款是否到帐？,职工个人可通过银行电话或到相应的银行网点查询，确认住房货币化补贴款是否入账。,国土局,2012/5/8 0:00
市消防支队与区消防大队的审批权限是如何划分的,2012/5/8 0:00,市消防支队与区消防大队的审批权限是如何划分的,市消防支队负责办理建设工程消防设计审核、验收及相应的开业前消防安全检查等消防行政许可事项，以及市一级消防安全重点单位的建设工程消防设计备案、竣工消防验收备案；区消防大队办理市一级消防安全重点单位以外的建设工程消防设计备案、竣工消防验收备案及相应的开业前消防安全检查。,消防,2012/5/8 0:00
一个项目含若干栋建筑，部分属备案范围，部分属行政许可，要如何办理（分开报或合起来报）,2012/5/8 0:00,一个项目含若干栋建筑，部分属备案范围，部分属行政许可，要如何办理（分开报或合起来报）,一个项目中如包括需要行政许可的建设工程，可整个项目申报行政许可；建设单位也可以根据需要将属于备案抽查的建设工程按另一个项目办理备案抽查手续。,消防,2012/5/8 0:00
我有1间不到100平方米的商铺要装修，是否需要进行消防备案？,2012/5/8 0:00,我有1间不到100平方米的商铺要装修，是否需要进行消防备案？,对于投资金额在30万元以下或建筑面积在300平方米以下的，不需要办理施工许可的建设工程（含室内装修工程），除法律法规规定外，可以不进行消防备案抽查。,消防,2012/5/8 0:00
路政许可项目有哪些？,2012/5/8 0:00,路政许可项目有哪些？,1、因修建铁路、机场、供电、水利、通信等建设工程需要占用、挖掘公路、公路用地或者使公路改线；2、在公路建筑控制区内埋设管线、电缆等设施；3、铁轮车、履带车、超限运输车辆行驶公路；4、在公路上增设或者改造平面交叉道口；5、更新砍伐公路用地上的树木；6、在公路建筑控制区内设置非公路标志；7、在公路桥梁跨越的河道上下游抽取地下水、架设浮桥；8、公路桥梁跨越的河道上下游进行疏浚作业；9、公路两侧控制区内修建公路服务设施；,公路局,2012/5/8 0:00
