style,section,deliver_t,title,content,reply_c,reply_t
建议,"规划分局,商务局",2012/7/9 11:39,关于对杏林杏东路香港公馆商圈规划的建议,很高兴杏林这里香港公馆的建起，但是，逛到该区域时，还是明显发现人流量比起整条街的前半段来说，严重不足。我觉得是香港公馆的店铺的设计有问题，除了一家屈臣氏，没有可以吸引人到该广场的原因，现在消防这里有新华都了，是否考虑在香港公馆这里引入沃尔玛或者家乐福之类的大型超市呢？另外，饮食产业也需要在该区域引入。,香港公馆属商品房开发项目，该项目店铺和住宅均需对外销售，引入何种品牌均由购房业主决定。另：因该项目属房地产开发，为了销售，开发商将店铺分隔成小店面，亦可能造成引入大型商业困难。,2012/7/13 9:53
建议,侨英街道,2012/7/9 11:55,关于集美BRT凤林站旁边沿海岸卫生问题的建议,集美BRT凤林站旁边沿海岸卫生实在太糟糕了，玻璃片，酒瓶片满地都是。,侨英街道办已责成环卫站工作人员到现场进行调查处理。,2012/7/13 9:51
建议,执法局,2012/7/9 13:18,杏林碑头村村口占道经营严重的投诉,在杏林碑头村的利民购物广场的二楼是城管办公点，而在他们的旁边也就是碑头村的村口的这条路，长期有摊贩占道经营，原本路面就小，现在更小了，而且还有很多烧烤之类的，搞得空气很不好，这里不是一天两天了，这里的菜市场原来人非常多，卖的人也多，可是现在卖的人少了，基本快没有了，因为外面的占道，使得里面的人没法做生意，这样下去这个市场会废掉的，村民的生活就会很不方便，希望有关部门能真正落实好，不要敷衍了事，不要说什么很难取缔，这条占道街不单单影响交通、还有市场，还会影响村民的人身安全，因为经常有人在摊点喝酒闹事，不小心会出事情的，如果相关部门不能彻底治理好，我会继续往上反应的，希望有关部门本着为人民服务的态度出发，尽快，尽力去完成，如果力量有限，请向上级反应。,经查，杏西碑头村利民购物广场的二楼是工商所办公场所并不是城管办公点，该路段系新源路，属流动摊贩疏导结合路段，我局杏滨中队执法人员对不按规定摆摊的摊贩引导到指定的位置并联合街道、交警部门对该路段进行综合治理，避免影响交通，我局杏滨中队将继续加强该路段的巡查及监控。,2012/7/20 11:11
建议,旅游公司,2012/7/9 13:50,关于在孙厝公交车站加盖遮阳棚的建议,孙厝公交车站（靠近孙厝农贸市场这个）只有一个牌子，夏天太阳很大，有时下雨也没地方躲！作为一个文明城市这样的公交车站点实在寒酸！！！为了便民考虑强烈要求集美区委区政府及有关部门给予解决！,,
建议,消防大队,2012/7/10 20:51,关于119火警与市民建立一个手机照相与火灾现场实时传播网站或平台的建议,.建议手机照相与消防现场2012-7-1020:44阅读(0).赞赞赞赞转载分享评论复制地址举报,火灾报警平台已纳入市局110指挥中心统一指挥调配，请直接向市局110指挥中心提建议。,2012/7/13 9:50
建议,建设局,2012/7/11 10:40,关于开通到双龙潭景区公交车的建议,双龙潭景区已对外开放2年多，但至今未开能公交车，到景区上班员工及游客十分不便。也严重制约了景区的推广、宣传、发展。公交车已开通到坑内村及大岭村，离景区只一站之遥，请领导支持重视，向上反应协调。,目前途经双龙潭景区的公交线路有921路（大岭村—嘉庚体育馆），沿线站点中洋坑社（敬老院站）距离景区最近，为1.2KM，终点站大岭站距景区约2.9KM。若将921路终点站调整为双龙潭，势必影响大岭村群众的出行，因此此方案暂不可行。我所将视道路连通状况适时考虑对903路（坑内—嘉庚体育馆）公交线路进行优化调整。,2012/7/19 8:58
建议,消防大队,2012/7/11 10:40,关于把手机照相与消防现场结合的建议,在报火警之后即时的把火灾现场的情况让我们的消防英雄知道以便应对这是在科技日新月异的必然结果,火灾报警平台已纳入市局110指挥中心统一指挥调配，请直接向市局110指挥中心提建议。,2012/7/13 9:50
建议,建设局,2012/7/11 15:25,关于增加设立906路公交站牌的建议,906路公交车，在集美国税站和红树康桥二站，往、反车线路上均无固定站牌，司机告诉乘客的乘车点也各有不同，给广大遵守交通秩序的乘客造成很大的困扰。希望有关部门帮助设立车站站牌，解决乘车站点不固定的问题。,市民反映的公交站点我所已于7月10日函请建设单位区旅游公司规划设置，列入建设计划。,2012/7/13 9:48
建议,建设局,2012/7/13 17:43,关于从龙舟池增设到市政服务中心公交车的建议,话说前年在集美老城区有很多路经过石鼓路和集源路的公交车，但是到了今年只有959路的公交车，而且始发站还是在喜盈门的地方，每次到了老成区都没有位置坐。而且去哪里都不太方便。虽说有一个有BRT但是链接线也是很挤的，每次到了嘉庚体育馆也是人满为患，特别是碰到高峰期的时候。本来自己开车只要五分钟的车程，加上等车和行车路线，差不多要四十分钟。所以的时间都浪费在等车和挤车上面。,一、跨区公交线路的审批权在市交通运输局。,2012/7/24 10:28
建议,"侨英街道,路灯所",2012/7/14 12:59,关于集美孙厝诚毅桥下路灯长期未修理的建议,你好，我是住在孙厝这附近的居民，要上晚班，每天回家必经诚毅桥下的这段路，可是因为这段路的两个路灯坏了，长期没有得到修理，每天走夜路，有点害怕，希望有关部门能够修理好下这边的路灯，这样便利下我们这边的交通，使得晚上走这边也会比较安全些，谢谢！希望我们这边的路灯能够快点修好，谢谢你们了！,"该路段路灯电缆被盗了3段，我所已安排修复,很快就能恢复亮灯。",2012/7/27 10:20
建议,教育局,2012/7/16 16:03,关于中小学校长实行轮换制的建议,小孩子在后溪某小学习了六年即将毕业，期间此所小学一直没换过校长，学校也办不出什么特色，小孩子除了语数学得不错之外，六年了也没培养个什么舞蹈或者音乐美术之类的特长，提个意见：校长在一所学校呆久了并不是什么好事，应该学学其他城市，动一动或许能激活学校和校长的活力，改善校长的职业倦怠和专断现象。,后溪的小学为农村学校，音乐、舞蹈、美术等非语数英课程有开齐开足，教育局每年都随机抽考做为该校教学质量评定的主要依据，且刚刚通过的教育强区考核中，教育均衡也是全省三甲。学校设有各种兴趣小组，欢迎学生参加，便也是普及教育性质的，。如果家长要求有特别突出的特长，还请家长自请更专业教师辅导。集美区教育局认真贯彻落实《厦门市中小学校长管理暂行规定》，每一任校长任期5年，一位校长在同一所学校任职不超过两个任期。近几年，集美区中小学幼儿园校级领导交流力度加大，据统计，近三年，交流的校级领导超过47人，占比超35%，远超省教育强区的要求。况且，如果校级领导交流过于频繁，影响稳定，不利于良好校风、学风的形成。,2012/7/27 10:19
建议,建设局,2012/7/20 12:54,关于表扬892路车工号8435司机的建议,今天坐892路车，询问站点，工号8435的司机态度很好，很耐心的解答，后来又几次有人询问，他都很耐心~~~表扬下~~,892路属公交集团海沧分公司管理，建议市民直接向海沧公交分公司反映。,2012/7/24 10:23
建议,教育局,2012/5/31 15:43,小学毕业考时间与岛内各特长班测试面试时间冲突的咨询,小学毕业考时间定在6月17日，与岛内各特长班、五缘实验中学、双十思明分校面试时间冲突，能力测试、面试时间是市教育局5月22日就确定并公布了，为什么区教育局要这样安排？据说可以放弃毕业考去参加测试或面试，但是没参加考试，英语无成绩，也不能报名外国语中学，这不是让一些优秀学生选择更好学校的机会吗？这与市教育局的招生意见的初衷相违背了吗？这应该是很多家长所担心和不解的，希望区教育局能重视，尽快调整考试时间。谢谢！,教育局：6月17日是区教学质量监控考试时间，不是小学毕业考时间。对于参加六中和科技中学面试的个别考生可以向学校申请不参加考试，并由学校上报教育局备案即可，可以不参加教学质量监控考。,2012/6/4 10:14
建议,集美街道,2012/5/31 17:57,关于社区对老人管理的建议,集美镇近两年出现专骗孤寡老人的骗子，他们专门带老人们免费去游玩，实际在游玩的过程中叫老人们去买他的东西，买一次都要七八千元。在网上也能查到泉州前几年也出现这样的骗子，他们的组织叫“普众人”。,我街道2012年6月1日接到投诉件后，现将该居民建议问题答复如下：1、建议市民碰到类似的事情，如有相关证据，可以直接拨打12315进行维权，也可到公安机关进行报案；2、我们社区设有居家养老服务站，有报刊杂志、健身、棋牌、桌球、乒乓球等活动场所，每月也基本都会举办一期的健康讲座、科普知识讲座或老年学校课堂，也会涉及老人防骗的话题。建议行动方便的老人积极到就近的社区参加活动。,2012/6/5 16:15
